0.01549,0.000875297465364402,0.0032892187500000005,0.0023825296730723253,0.0035994141931094794,0.025636460081546204
0.01246,0.0007862420462246023,0.002729931397710714,0.002384743663319899,0.0036060027623926994,0.021966919869647914
0.01003,0.0007062872714896317,0.002259672215748608,0.002386894709777282,0.0036124058882501513,0.018995260085265676
0.00788,0.0006267078103675724,0.0018300154924072065,0.002388982016996771,0.0036186206849758663,0.016344326004747417
0.00615,0.0005541379261218893,0.0014722633163924905,0.002391004809881508,0.003624644336685048,0.014192050389080935
0.00489,0.0004944357570713319,0.0012016377574275605,0.0023929623342661237,0.0036304740999478983,0.012609509948712915
0.00378,0.0004349540951945555,0.0009551750222501197,0.0023948538574849625,0.003636107306374574,0.011201090281304211
0.00305,0.0003908467496353643,0.000790301899408943,0.0023966786689271677,0.003641541365147211,0.010269368683118686
0.00231,0.0003402700270904456,0.0006136249403074967,0.0023984360805779374,0.003646773765495011,0.00930910481347089
0.00177,0.000297935214744936,0.0004828839442521447,0.0024001254275452496,0.003651802079108434,0.008602746665650765
0.00137,0.0002621696920819877,0.0003830137009530757,0.002401746068571384,0.003656623962488597,0.008073553424095044
0.00105,0.00022955482269294882,0.0003006294283672804,0.0024032973865285817,0.0036612371592280616,0.007644718796816872
0.00076,0.00019532669315015604,0.00022301862878550133,0.0024047787888981944,0.0036656395022192753,0.0072487636130531274
0.00056,0.00016768425013065464,0.00016859142150397427,0.0024061897082326943,0.0036698289157870104,0.006972294295654333
0.00036,0.00013445995432780287,0.0001113410192057183,0.0024075296025999394,0.003673803417741272,0.006687133993874732
0.00026,0.00011427470384978507,8.253127992771438e-05,0.002408797956009101,0.0036775611213472072,0.006543165061133808
0.00016,8.964893632854697e-05,5.277155070218996e-05,0.002409994278817696,0.0036811002372087406,0.006393515003057173
0.00011,7.433482976248558e-05,3.754770317608224e-05,0.0024111181081191563,0.003684419075062696,0.00631741971612042
9e-05,6.723905586638042e-05,3.079564785548248e-05,0.0024121690081104464,0.0036875160454803877,0.006287719757312698
8e-05,6.339390681395115e-05,2.7804393979261236e-05,0.0024131465704392016,0.0036903896614737396,0.006274734532706154
5e-05,5.0118035640902376e-05,1.7873068377147684e-05,0.0024140504145299347,0.0036930385400031776,0.006225080058551162
5e-05,5.0118035640902376e-05,1.793923278231483e-05,0.002414880187888858,0.0036954614033846904,0.006228398859696766
4e-05,4.482715798204206e-05,1.457658040031923e-05,0.002415635566386908,0.0036976570805936086,0.006212696385362878
3e-05,3.8821651706474064e-05,1.0984406907038797e-05,0.002416316254520582,0.003699624508462832,0.006195746821596927
2e-05,3.1697904377391075e-05,7.396805566940694e-06,0.0024169219856502266,0.0037013627327734102,0.006177379428367968
1e-05,2.2413915205632894e-05,3.7354061254929308e-06,0.0024174525222154545,0.0037028709092355623,0.006156472752782143
0.0,0.0,0.0,0.0024179076559273827,0.0037041483043584104,0.006122055960285793
0.0,0.0,0.0,0.0024182872079374354,0.0037051942962068843,0.00612348150414432
0.0,0.0,0.0,0.0024185910289824695,0.0037060083750444727,0.006124599404026942
0.0,0.0,0.0,0.0024188189995060223,0.0037065901438606734,0.006125409143366695
0.0,0.0,0.0,0.002418971029755515,0.0037069393187822005,0.006125910348537716
0.0,0.0,0.0,0.002419047059855277,0.0037070557293672397,0.006126102789222517
0.0,0.0,0.0,0.002419047059855277,0.0037070557293672397,0.006126102789222517
0.0,0.0,0.0,0.0024189710297555156,0.003706939318782201,0.006125910348537716
0.0,0.0,0.0,0.0024188189995060223,0.0037065901438606734,0.006125409143366695
0.0,0.0,0.0,0.0024185910289824695,0.0037060083750444727,0.006124599404026942
0.0,0.0,0.0,0.0024182872079374354,0.0037051942962068843,0.00612348150414432
0.0,0.0,0.0,0.0024179076559273827,0.003704148304358411,0.006122055960285793
0.0,0.0,0.0,0.0024174525222154545,0.0037028709092355623,0.006120323431451017
0.0,0.0,0.0,0.0024169219856502266,0.0037013627327734102,0.006118284718423636
0.0,0.0,0.0,0.002416316254520582,0.003699624508462832,0.0061159407629834146
0.0,0.0,0.0,0.002415635566386908,0.0036976570805936086,0.006113292646980517
0.0,0.0,0.0,0.002414880187888858,0.0036954614033846904,0.006110341591273548
0.0,0.0,0.0,0.0024140504145299347,0.0036930385400031776,0.006107088954533112
0.0,0.0,0.0,0.0024131465704392016,0.0036903896614737396,0.006103536231912942
0.0,0.0,0.0,0.0024121690081104464,0.0036875160454803877,0.006099685053590834
0.0,0.0,0.0,0.0024111181081191563,0.003684419075062696,0.006095537183181852
0.0,0.0,0.0,0.002409994278817696,0.0036811002372087406,0.006091094516026437
